代码,名称,日期,收盘,ret5,ret20,ret60,位置分位,距250日高,ma20,ma60,趋势结构,量能比,amt20,样本天数,折算修正
sh561100,消费电子ETF富国,2026-09-22,1.666,7.62,6.05,-25.72,46.0,-25.72,1.6019,1.6887,均线纠缠偏空,0.66,49168091.9,1125,0
sh560860,工业有色ETF万家,2026-09-22,1.554,1.04,-2.63,-4.07,36.4,-28.42,1.5987,1.5805,均线纠缠偏空,0.55,269283916.7,859,0
sh560780,半导体设备ETF广发,2026-09-22,1.054,7.01,1.25,-27.96,58.6,-28.25,1.0211,1.0969,均线纠缠偏空,0.63,581960995.65,675,1
sh560710,船舶ETF富国,2026-09-22,0.985,3.79,9.44,12.96,50.6,-14.2,0.9486,0.9037,多头排列,1.61,87793999.75,152,0
sh560390,电网设备ETF易方达,2026-09-22,0.87,3.33,-0.57,-19.22,16.9,-24.35,0.8594,0.879,均线纠缠偏空,0.51,70334944.0,140,0
sh560280,工程机械ETF广发,2026-09-22,1.441,-2.17,-4.06,-5.13,2.1,-24.4,1.4906,1.5241,空头排列,0.47,86600498.75,706,0
sh560170,央企科技ETF南方,2026-09-22,1.259,4.66,4.39,-17.93,54.5,-17.93,1.2341,1.2676,均线纠缠偏空,0.88,35797138.55,782,0
sh560090,证券ETF汇添富,2026-09-22,1.15,2.22,0.52,-4.72,24.7,-16.97,1.1603,1.1777,空头排列,0.62,94202416.55,857,0
sh560080,中药ETF汇添富,2026-09-22,0.945,2.16,-1.46,7.63,30.7,-16.89,0.9483,0.9686,空头排列,0.43,37553422.2,958,0
sh526000,港股通信息技术ETF华夏,2026-09-22,1.209,6.9,2.63,-12.64,53.8,-12.83,1.1871,1.193,均线纠缠偏多,0.72,426288952.7,114,0
sh520990,港股央企红利ETF景顺,2026-09-22,0.98,-0.51,-2.78,9.38,37.5,-12.5,0.9986,0.971,均线纠缠偏多,0.36,85688997.45,537,0
sh520980,港股通科技ETF汇添富,2026-09-22,0.846,3.93,-1.4,-1.63,6.7,-36.53,0.8421,0.8728,均线纠缠偏空,0.48,194604367.2,301,0
sh520970,港股通创新药ETF嘉实,2026-09-22,0.943,6.67,1.84,29.18,69.2,-11.29,0.9071,0.86,多头排列,0.97,90933444.85,275,0
sh520900,港股通红利ETF广发,2026-09-22,0.992,-0.7,-2.07,8.53,34.1,-13.21,1.0079,0.9859,均线纠缠偏多,0.59,51431138.0,537,0
sh520880,港股通创新药ETF华宝,2026-09-22,0.466,5.43,1.08,17.97,32.5,-28.2,0.4561,0.4501,多头排列,0.6,289536752.65,298,1
sh520700,港股通创新药ETF万家,2026-09-22,1.69,6.36,1.81,29.4,69.6,-11.05,1.6299,1.5423,多头排列,1.05,437308465.1,476,0
sh520690,港股创新药ETF博时,2026-09-22,0.755,5.59,0.94,17.42,32.2,-28.37,0.7377,0.7296,多头排列,0.72,76928752.05,279,0
sh520660,港股通央企红利ETF南方,2026-09-22,0.985,-0.81,-2.28,7.89,32.6,-13.44,1.0018,0.9773,均线纠缠偏多,0.73,84102455.45,537,0
sh520650,港股通互联网ETF南方,2026-09-22,0.571,1.42,-4.19,4.01,8.7,-42.5,0.5773,0.6043,空头排列,0.52,70816916.4,214,0
sh520600,港股通汽车ETF广发,2026-09-22,0.936,-0.32,-9.3,-5.36,0.8,-33.9,0.9762,1.0212,空头排列,0.64,104776360.25,421,0
sh520550,港股红利低波ETF招商,2026-09-22,1.077,-0.83,-2.45,7.59,26.3,-16.51,1.0956,1.0863,均线纠缠偏空,0.65,30992658.85,403,0
sh520510,港股通医疗ETF华夏,2026-09-22,0.988,7.27,-0.2,28.48,66.7,-12.1,0.9488,0.8972,多头排列,1.85,392594890.15,275,0
sh520500,恒生创新药ETF华泰柏瑞,2026-09-22,1.43,4.92,-0.76,15.6,29.1,-30.18,1.4085,1.4027,多头排列,0.64,1037205999.6,422,0
sh517900,银行AH优选ETF招商,2026-09-22,1.572,-0.57,2.08,15.76,87.3,-1.93,1.5735,1.5153,均线纠缠偏多,0.84,37325558.25,1092,0
sh517380,创新药ETF天弘,2026-09-22,0.897,6.91,2.16,22.37,93.5,-1.97,0.8589,0.8338,多头排列,0.9,91403275.6,1243,0
sh517110,创新药ETF国泰,2026-09-22,0.815,6.68,1.37,19.5,86.4,-3.89,0.7855,0.7686,多头排列,0.73,40922048.9,1207,0
sh516920,芯片ETF汇添富,2026-09-22,1.419,9.07,3.88,-30.85,42.9,-30.85,1.3636,1.4947,均线纠缠偏空,0.64,30872733.4,1238,0
sh516860,金融科技ETF博时,2026-09-22,1.064,4.62,0.66,-1.02,13.0,-35.59,1.0718,1.0595,均线纠缠偏多,0.83,60259244.95,1205,0
sh516810,农业ETF华夏,2026-09-22,0.759,0.53,1.07,12.11,32.7,-19.6,0.7742,0.7465,均线纠缠偏多,0.83,79936103.05,1140,0
sh516780,稀土ETF华泰柏瑞,2026-09-22,0.819,1.87,-2.27,-17.61,17.9,-26.75,0.8258,0.8455,空头排列,0.55,48400352.85,1348,1
sh516670,畜牧养殖ETF招商,2026-09-22,0.608,-0.65,0.83,10.75,32.1,-20.0,0.6189,0.6039,均线纠缠偏多,0.72,42503996.1,1334,0
sh516650,有色金属ETF华夏,2026-09-22,1.764,0.28,-5.01,-0.62,30.0,-30.58,1.834,1.7948,均线纠缠偏空,0.73,167758861.0,1278,0
sh516640,芯片ETF富国,2026-09-22,1.461,8.87,3.69,-30.49,43.5,-30.49,1.4046,1.5388,均线纠缠偏空,0.53,118197657.35,1229,0
sh516630,云计算ETF华夏,2026-09-22,1.642,5.59,3.27,-3.53,32.6,-17.69,1.6108,1.6513,均线纠缠偏空,0.4,37273695.7,1224,0
sh516620,影视ETF国泰,2026-09-22,0.887,6.87,8.57,8.97,19.3,-36.51,0.8617,0.8372,多头排列,0.89,53144019.75,1186,0
sh516570,石化ETF易方达,2026-09-22,0.994,0.4,-1.68,-1.09,43.3,-18.32,1.0227,1.0081,均线纠缠偏空,0.57,30906450.15,1279,0
sh516510,云计算ETF易方达,2026-09-22,1.684,5.85,3.44,-3.61,32.3,-17.37,1.6486,1.6914,均线纠缠偏空,0.64,111411345.5,1327,0
sh516350,芯片ETF易方达,2026-09-22,1.653,8.89,3.77,-30.95,43.4,-30.95,1.5895,1.7442,均线纠缠偏空,0.51,125991355.6,1152,0
sh516310,银行ETF易方达,2026-09-22,1.39,-0.71,1.98,14.5,86.7,-1.91,1.3901,1.3432,均线纠缠偏多,0.67,143547782.0,1293,0
sh516160,新能源ETF南方,2026-09-22,2.334,1.52,-5.35,-21.97,3.7,-31.01,2.3698,2.4846,空头排列,0.63,111978438.45,1365,0
sh516150,稀土ETF嘉实,2026-09-22,1.673,1.83,-2.68,-18.39,16.6,-27.48,1.689,1.7336,空头排列,0.63,111437981.9,1341,0
sh516120,化工ETF富国,2026-09-22,0.846,0.71,-1.74,-10.1,33.4,-20.71,0.871,0.8728,空头排列,0.88,85347590.9,1347,0
sh516100,金融科技ETF华夏,2026-09-22,1.035,4.65,0.78,-0.19,14.1,-35.11,1.0421,1.0278,均线纠缠偏多,0.75,39357422.15,1254,0
sh516090,新能源ETF易方达,2026-09-22,0.464,1.53,-5.31,-21.36,4.3,-30.12,0.4711,0.4925,空头排列,0.54,30457780.0,1338,1
sh516080,创新药ETF易方达,2026-09-22,0.693,5.64,0.14,7.78,62.4,-10.23,0.674,0.6882,均线纠缠偏多,0.63,159639369.6,1357,0
sh516020,化工ETF华宝,2026-09-22,0.827,0.73,-1.55,-10.11,32.4,-20.79,0.8505,0.8528,空头排列,0.61,99178494.2,1348,0
sh516010,游戏ETF国泰,2026-09-22,1.089,2.25,1.68,-0.18,14.7,-35.49,1.0883,1.0878,多头排列,0.62,88443336.05,1349,0
sh516000,大数据ETF华夏,2026-09-22,0.946,5.23,2.27,-4.15,18.3,-24.08,0.932,0.9549,均线纠缠偏空,0.49,31008757.1,1353,0
sh515980,人工智能ETF华富,2026-09-22,1.038,6.35,5.27,-20.52,49.0,-20.52,1.0125,1.0683,均线纠缠偏空,0.7,199234626.55,1610,1
sh515970,工程机械ETF华夏,2026-09-22,0.805,-2.07,-4.17,-4.51,2.0,-23.04,0.8324,0.8486,空头排列,0.9,81125799.9,148,0
sh515880,通信ETF国泰,2026-09-22,0.707,8.27,9.1,-17.89,61.1,-21.68,0.6718,0.6807,均线纠缠偏多,0.75,2961629028.85,1708,2
sh515850,证券ETF富国,2026-09-22,1.335,2.14,0.45,-4.64,26.6,-15.98,1.3489,1.3678,空头排列,0.7,66501649.45,1601,0
sh515790,光伏ETF华泰柏瑞,2026-09-22,0.817,3.81,-2.51,-21.59,8.0,-30.94,0.8153,0.8458,均线纠缠偏空,0.51,108713234.25,1398,0
sh515700,新能源车ETF平安,2026-09-22,2.028,2.01,-5.94,-17.96,4.4,-31.28,2.0702,2.1668,空头排列,1.16,37436082.8,1610,0
sh515650,消费50ETF富国,2026-09-22,1.048,-0.95,-2.69,8.04,32.1,-15.82,1.068,1.0582,均线纠缠偏空,0.45,45591555.65,1668,0
sh515630,证券保险ETF鹏华,2026-09-22,1.259,1.78,0.64,-0.87,22.3,-19.04,1.2711,1.2758,空头排列,0.4,37004245.65,1571,0
sh515450,红利低波50ETF南方,2026-09-22,1.391,-0.93,-1.56,6.18,45.0,-6.64,1.4066,1.4022,均线纠缠偏空,0.81,173641526.5,1598,0
sh515400,大数据ETF富国,2026-09-22,0.861,5.39,2.38,-4.01,16.9,-25.58,0.8477,0.8702,均线纠缠偏空,0.49,78802293.15,1376,0
sh515300,300红利低波ETF嘉实,2026-09-22,1.304,-1.06,-0.31,9.95,61.8,-5.3,1.3155,1.2918,均线纠缠偏多,0.71,137695208.5,1700,0
sh515290,银行ETF天弘,2026-09-22,1.506,-0.73,1.96,14.7,85.0,-2.21,1.5078,1.4559,均线纠缠偏多,0.57,71871326.05,1392,0
sh515260,电子ETF华宝,2026-09-22,0.854,6.48,4.27,-26.51,45.2,-26.51,0.8315,0.8837,均线纠缠偏空,0.66,61389516.15,1492,1
sh515230,软件ETF国泰,2026-09-22,0.694,4.36,2.51,0.43,11.1,-36.68,0.6863,0.6928,均线纠缠偏多,0.59,179036987.6,1352,0
sh515220,煤炭ETF国泰,2026-09-22,1.292,1.73,-0.84,21.09,65.7,-9.65,1.302,1.2338,均线纠缠偏多,0.71,875391854.95,1595,1
sh515210,钢铁ETF国泰,2026-09-22,1.138,0.18,-2.65,-0.61,5.9,-32.1,1.1641,1.1583,均线纠缠偏空,0.62,72926595.5,1595,0
sh515180,红利ETF易方达,2026-09-22,1.423,0.07,-1.52,11.43,68.2,-4.56,1.4428,1.407,均线纠缠偏多,0.79,358988893.15,1639,0
sh515170,食品饮料ETF华夏,2026-09-22,0.461,1.32,-0.65,5.98,16.9,-24.8,0.4628,0.4636,空头排列,0.47,67671529.85,1381,0
sh515120,创新药ETF广发,2026-09-22,0.65,5.52,0.15,7.79,57.1,-12.16,0.6319,0.6462,均线纠缠偏多,0.53,434848171.65,1388,0
sh515100,红利低波100ETF景顺,2026-09-22,1.396,-0.57,-1.2,7.47,29.9,-13.99,1.4115,1.4038,均线纠缠偏空,0.74,126620584.85,1512,1
sh515080,中证红利ETF招商,2026-09-22,1.556,-1.02,-2.38,10.35,52.7,-7.77,1.5887,1.5516,均线纠缠偏多,0.89,366992444.65,1634,0
sh515070,人工智能ETF华夏,2026-09-22,1.144,8.44,7.32,-17.96,53.9,-17.96,1.0951,1.1637,均线纠缠偏空,0.7,111457473.15,1637,1
sh515060,房地产ETF华夏,2026-09-22,0.62,10.12,6.53,8.77,32.7,-21.22,0.5881,0.5781,多头排列,1.34,50382762.7,1630,0
sh515050,通信ETF华夏,2026-09-22,1.079,6.73,7.26,-22.76,54.7,-25.02,1.0379,1.0663,均线纠缠偏多,0.74,916681679.85,1686,1
sh515030,新能源车ETF华夏,2026-09-22,1.514,2.09,-6.02,-18.16,4.3,-31.24,1.5459,1.6199,空头排列,0.99,116340444.75,1593,0
sh515020,银行ETF华夏,2026-09-22,1.799,-0.66,2.04,14.88,87.3,-1.85,1.7983,1.7353,多头排列,0.93,144209644.7,1652,0
sh515010,证券ETF华夏,2026-09-22,1.232,2.07,0.41,-4.86,25.0,-16.64,1.2446,1.2628,空头排列,0.52,53240128.4,1670,0
sh515000,科技ETF华宝,2026-09-22,1.296,5.97,4.77,-24.3,49.2,-24.3,1.2556,1.3268,均线纠缠偏空,0.66,142865126.8,1723,1
sh513980,港股科技ETF景顺,2026-09-22,0.595,3.66,-2.46,4.39,13.2,-32.77,0.5929,0.6033,均线纠缠偏空,0.5,238013688.15,1269,0
sh513930,恒生生物科技ETF华泰柏瑞,2026-09-22,1.095,6.93,1.96,27.47,98.6,-0.36,1.0523,1.0041,多头排列,0.61,64753523.5,130,0
sh513920,港股通央企红利ETF华安,2026-09-22,1.562,-0.13,-0.13,10.08,43.3,-10.69,1.5767,1.5437,均线纠缠偏多,0.96,127444246.2,658,0
sh513910,港股通央企红利ETF华夏,2026-09-22,1.573,-0.44,0.19,12.84,53.3,-9.08,1.5867,1.538,均线纠缠偏多,0.73,105733779.25,623,0
sh513860,港股通科技ETF海富通,2026-09-22,0.596,4.01,-1.81,3.65,13.2,-32.73,0.5933,0.6032,均线纠缠偏空,0.68,100880704.25,1269,0
sh513820,港股通红利ETF汇添富,2026-09-22,1.219,-0.57,-3.94,10.52,43.4,-11.02,1.2433,1.2221,均线纠缠偏空,0.81,65789171.4,575,0
sh513780,港股创新药ETF景顺,2026-09-22,1.754,6.89,1.8,29.07,69.9,-10.96,1.6874,1.5996,多头排列,0.97,574634801.9,467,0
sh513770,港股互联网ETF华宝,2026-09-22,0.34,2.1,-3.41,4.94,7.4,-48.09,0.3414,0.357,空头排列,0.61,321826668.65,1117,1
sh513750,港股通非银ETF广发,2026-09-22,1.525,1.26,0.59,8.54,26.3,-19.74,1.5414,1.5161,均线纠缠偏多,0.51,499250548.6,686,0
sh513700,港股通医药ETF鹏华,2026-09-22,0.656,5.47,0.31,24.48,55.9,-15.79,0.6379,0.6123,多头排列,0.62,92479582.95,1244,0
sh513690,港股红利ETF博时,2026-09-22,1.12,0.09,-4.6,10.45,57.6,-6.51,1.1431,1.1235,均线纠缠偏空,0.53,103372206.0,1299,0
sh513630,港股低波红利ETF摩根,2026-09-22,1.55,-0.45,-3.37,7.19,35.6,-10.82,1.5804,1.5691,均线纠缠偏空,0.67,226065475.15,677,0
sh513620,港股医疗ETF银华,2026-09-22,1.144,6.62,0.35,28.4,96.6,-0.95,1.0992,1.039,多头排列,1.05,37812683.95,91,0
sh513530,港股通红利ETF华泰柏瑞,2026-09-22,1.558,-0.64,-3.95,9.56,34.6,-14.16,1.596,1.5723,均线纠缠偏空,1.04,264354443.1,1073,0
sh513360,教育ETF博时,2026-09-22,0.472,2.83,1.72,12.11,34.6,-20.4,0.4712,0.4564,多头排列,0.47,43422439.0,1279,0
sh513330,恒生互联网ETF华夏,2026-09-22,0.355,2.01,-4.31,1.72,7.0,-42.65,0.3583,0.3771,空头排列,0.72,1169026417.25,1363,0
sh513310,中韩半导体ETF华泰柏瑞,2026-09-22,4.937,6.06,4.62,-26.17,62.5,-26.17,4.7798,5.0204,均线纠缠偏空,0.8,9387323606.0,910,0
sh513280,恒生生物科技ETF汇添富,2026-09-22,1.177,7.1,1.99,27.8,64.3,-12.94,1.1311,1.0782,多头排列,0.84,79843945.25,1017,0
sh513240,港股通信息技术ETF华安,2026-09-22,1.037,6.58,2.57,-12.78,38.3,-12.86,1.0197,1.0259,均线纠缠偏多,0.4,69011580.45,97,0
sh513200,港股通医药ETF易方达,2026-09-22,1.107,6.14,0.64,25.23,57.1,-15.69,1.0733,1.0291,多头排列,0.64,126237222.9,1122,0
sh513190,港股通金融ETF华夏,2026-09-22,1.855,0.49,3.06,15.5,81.1,-3.03,1.8555,1.7798,均线纠缠偏多,0.99,494245403.75,719,0
sh513160,港股科技ETF银华,2026-09-22,0.94,4.1,-1.57,-0.63,7.4,-35.35,0.9352,0.9668,均线纠缠偏空,0.51,140092706.05,1124,0
sh513150,港股通科技ETF华泰柏瑞,2026-09-22,0.941,3.63,-2.18,3.07,12.3,-32.64,0.9377,0.9559,均线纠缠偏空,0.81,44006266.8,1122,0
sh513140,港股通金融ETF华泰柏瑞,2026-09-22,1.733,1.05,2.12,13.27,83.2,-2.75,1.7337,1.682,均线纠缠偏多,0.7,42830315.0,896,0
sh513120,港股创新药ETF广发,2026-09-22,1.357,6.93,2.26,28.26,68.6,-11.42,1.3016,1.2372,多头排列,0.87,5622955438.7,1021,0
sh513090,香港证券ETF易方达,2026-09-22,1.814,1.17,-0.66,1.97,18.4,-22.68,1.8479,1.8377,均线纠缠偏空,0.57,3423426069.8,1577,0
sh513070,港股通消费ETF易方达,2026-09-22,1.019,-1.64,-8.77,-1.36,0.0,-31.33,1.0636,1.0937,空头排列,0.55,56166434.35,1093,0
sh513060,恒生医疗ETF博时,2026-09-22,0.592,5.53,0.51,22.57,46.5,-20.32,0.5756,0.5552,多头排列,0.64,416532870.4,1333,0
sh513040,港股通互联网ETF易方达,2026-09-22,0.885,1.61,-4.43,3.39,5.9,-49.28,0.8947,0.9378,空头排列,0.44,302398739.35,798,0
sh513020,港股科技ETF国泰,2026-09-22,0.929,3.8,-2.21,3.34,13.1,-32.68,0.9266,0.9444,均线纠缠偏空,0.56,101296083.4,1125,0
sh512980,传媒ETF广发,2026-09-22,0.836,3.85,3.59,2.2,16.1,-36.76,0.8282,0.8231,多头排列,0.77,297985157.0,2105,0
sh512940,有色ETF华安,2026-09-22,0.801,0.25,-5.43,-3.26,21.0,-28.1,0.8329,0.8172,均线纠缠偏空,0.74,41923256.65,144,0
sh512930,AI人工智能ETF平安,2026-09-22,0.641,8.28,7.19,-19.17,49.0,-19.17,0.6138,0.6533,均线纠缠偏空,0.6,104753396.3,1718,1
sh512900,证券ETF南方,2026-09-22,1.059,2.22,0.28,-4.94,23.7,-17.14,1.0703,1.0859,空头排列,0.69,82657919.95,2293,0
sh512890,红利低波ETF华泰柏瑞,2026-09-22,1.187,-0.75,0.17,11.25,68.2,-4.51,1.1966,1.1685,均线纠缠偏多,0.7,765324573.7,1862,1
sh512880,证券ETF国泰,2026-09-22,1.069,2.1,0.19,-5.06,23.4,-17.26,1.0808,1.0974,空头排列,0.58,1772775488.9,2460,0
sh512820,银行ETF汇添富,2026-09-22,1.473,-0.74,2.08,14.63,86.2,-2.0,1.4739,1.4234,均线纠缠偏多,0.98,112724717.1,1900,0
sh512810,军工ETF华宝,2026-09-22,0.677,2.42,6.11,-9.25,18.3,-29.33,0.6673,0.6671,多头排列,0.69,30584485.35,2450,1
sh512800,银行ETF华宝,2026-09-22,0.839,-0.47,2.19,14.31,86.1,-1.99,0.8388,0.8102,多头排列,0.79,884378598.9,2220,1
sh512760,芯片ETF国泰,2026-09-22,1.112,8.59,4.32,-29.84,44.2,-29.84,1.0686,1.1682,均线纠缠偏空,0.62,345687836.4,1769,2
sh512710,军工龙头ETF富国,2026-09-22,0.642,1.58,6.64,-6.41,14.5,-34.42,0.6357,0.6283,多头排列,0.65,276853764.6,1716,1
sh512700,银行ETF南方,2026-09-22,1.501,-0.92,-1.05,11.1,41.2,-12.48,1.5112,1.4824,均线纠缠偏多,0.91,112981975.0,2226,0
sh512690,酒ETF鹏华,2026-09-22,0.415,1.22,-1.66,5.6,13.1,-33.92,0.4197,0.4216,空头排列,0.44,371273783.65,1795,2
sh512680,军工ETF广发,2026-09-22,1.195,2.31,6.51,-8.64,18.1,-30.76,1.1769,1.1745,多头排列,0.59,58819253.35,2418,0
sh512670,国防ETF鹏华,2026-09-22,0.793,1.93,7.31,-8.32,22.5,-28.3,0.7835,0.7715,多头排列,0.74,76260377.9,1733,1
sh512660,军工ETF国泰,2026-09-22,1.168,2.55,6.67,-8.75,18.0,-30.56,1.1491,1.148,多头排列,0.72,309539216.75,2460,0
sh512630,卫星ETF广发,2026-09-22,1.116,4.1,4.49,-20.17,16.5,-42.65,1.0943,1.1381,均线纠缠偏空,0.5,92453343.95,227,0
sh512570,证券ETF易方达,2026-09-22,1.076,2.09,0.37,-4.95,24.1,-16.78,1.0877,1.1043,空头排列,0.62,142134268.05,2211,0
sh512560,军工ETF易方达,2026-09-22,0.737,2.65,6.66,-7.99,20.7,-28.86,0.7243,0.7217,多头排列,0.6,48570233.2,2221,1
sh512480,半导体ETF国联安,2026-09-22,1.051,9.02,4.27,-29.05,48.1,-29.05,1.0081,1.0954,均线纠缠偏空,0.67,1170382157.15,1769,2
sh512400,有色金属ETF南方,2026-09-22,1.733,0.46,-8.6,-6.53,23.8,-33.22,1.8395,1.8302,均线纠缠偏空,0.55,910045737.35,2199,0
sh512290,生物医药ETF国泰,2026-09-22,1.054,5.51,0.09,10.37,59.3,-11.95,1.0272,1.03,均线纠缠偏多,0.65,88579927.85,1786,0
sh512200,房地产ETF南方,2026-09-22,1.288,10.18,6.45,8.6,31.0,-22.18,1.2228,1.203,多头排列,1.56,183338021.35,2183,0
sh512170,医疗ETF华宝,2026-09-22,0.348,4.82,0.29,13.73,53.8,-12.34,0.3389,0.3334,多头排列,0.7,364481506.15,1766,1
sh512070,证券保险ETF易方达,2026-09-22,0.791,1.54,0.25,0.89,19.4,-20.42,0.7988,0.7986,均线纠缠偏空,0.49,425177818.6,2706,1
sh512040,价值ETF富国,2026-09-22,1.197,0.42,-1.32,5.18,55.9,-7.21,1.2107,1.2001,均线纠缠偏空,0.83,214810575.3,1897,1
sh512010,医药ETF易方达,2026-09-22,0.384,4.07,0.26,9.71,50.0,-14.29,0.3767,0.3775,均线纠缠偏多,0.55,289436827.25,2705,1
sh512000,券商ETF华宝,2026-09-22,0.511,2.0,0.39,-4.84,24.3,-17.18,0.5168,0.5245,空头排列,0.67,952854182.45,2433,1
sh511850,招商财富宝ETF,2026-09-22,100.005,0.0,0.0,0.01,27.8,-0.04,100.0053,100.005,均线纠缠偏空,0.7,43902287.65,1327,0
sh510880,红利ETF华泰柏瑞,2026-09-22,3.38,-0.06,-0.85,15.91,79.7,-3.37,3.4229,3.2901,均线纠缠偏多,0.61,484129606.4,4784,0
sh510810,上海国企ETF汇添富,2026-09-22,0.846,2.17,1.32,3.17,21.1,-14.72,0.8439,0.84,多头排列,5.11,68827131.15,2437,0
sh510720,红利国企ETF国泰,2026-09-22,1.05,0.38,-1.69,16.15,76.4,-4.11,1.0669,1.0281,均线纠缠偏多,0.47,102436203.5,576,0
sh510630,消费ETF华夏,2026-09-22,0.801,1.52,-1.6,7.09,25.7,-19.5,0.8093,0.806,均线纠缠偏空,0.63,43807352.05,3254,1
sh510230,金融ETF国泰,2026-09-22,1.337,0.3,1.52,9.5,47.7,-8.67,1.3408,1.3111,均线纠缠偏多,0.72,92442219.65,3728,1
